GEO.id,GEO.id2,GEO.display-label,GC_RANK.target-geo-id,GC_RANK.target-geo-id2,GC_RANK.display-label,GC_RANK.display-label,respop72013
0100000US,,United States,1620000US0648816,0648816,"United States - Montebello city, California","Montebello city, California",63495
0100000US,,United States,1620000US0642202,0642202,"United States - Lodi city, California","Lodi city, California",63338
0100000US,,United States,1620000US4850820,4850820,"United States - New Braunfels city, Texas","New Braunfels city, Texas",63279
0100000US,,United States,1620000US5343955,5343955,"United States - Marysville city, Washington","Marysville city, Washington",63269
0100000US,,United States,1620000US1270675,1270675,"United States - Tamarac city, Florida","Tamarac city, Florida",63155
0100000US,,United States,1620000US0645022,0645022,"United States - Madera city, California","Madera city, California",63105
0100000US,,United States,1620000US4816432,4816432,"United States - Conroe city, Texas","Conroe city, Texas",63032
0100000US,,United States,1620000US0669112,0669112,"United States - Santa Cruz city, California","Santa Cruz city, California",62864
0100000US,,United States,1620000US2718116,2718116,"United States - Eden Prairie city, Minnesota","Eden Prairie city, Minnesota",62603
0100000US,,United States,1620000US5613900,5613900,"United States - Cheyenne city, Wyoming","Cheyenne city, Wyoming",62448
0100000US,,United States,1620000US1216525,1216525,"United States - Daytona Beach city, Florida","Daytona Beach city, Florida",62316
0100000US,,United States,1620000US1301696,1301696,"United States - Alpharetta city, Georgia","Alpharetta city, Georgia",62298
0100000US,,United States,1620000US3933012,3933012,"United States - Hamilton city, Ohio","Hamilton city, Ohio",62258
0100000US,,United States,1620000US2572600,2572600,"United States - Waltham city, Massachusetts","Waltham city, Massachusetts",62227
0100000US,,United States,1620000US2713114,2713114,"United States - Coon Rapids city, Minnesota","Coon Rapids city, Minnesota",62103
0100000US,,United States,1620000US2529405,2529405,"United States - Haverhill city, Massachusetts","Haverhill city, Massachusetts",62088
0100000US,,United States,1620000US1916860,1916860,"United States - Council Bluffs city, Iowa","Council Bluffs city, Iowa",61969
0100000US,,United States,1620000US2679000,2679000,"United States - Taylor city, Michigan","Taylor city, Michigan",61817
0100000US,,United States,1620000US3676540,3676540,"United States - Utica city, New York","Utica city, New York",61808
0100000US,,United States,1620000US1901855,1901855,"United States - Ames city, Iowa","Ames city, Iowa",61792
0100000US,,United States,1620000US0639290,0639290,"United States - La Habra city, California","La Habra city, California",61653
0100000US,,United States,1620000US0622678,0622678,"United States - Encinitas city, California","Encinitas city, California",61588
0100000US,,United States,1620000US2108902,2108902,"United States - Bowling Green city, Kentucky","Bowling Green city, Kentucky",61488
0100000US,,United States,1620000US2708794,2708794,"United States - Burnsville city, Minnesota","Burnsville city, Minnesota",61434
0100000US,,United States,1620000US4530850,4530850,"United States - Greenville city, South Carolina","Greenville city, South Carolina",61397
0100000US,,United States,1620000US1983910,1983910,"United States - West Des Moines city, Iowa","West Des Moines city, Iowa",61255
0100000US,,United States,1620000US4813552,4813552,"United States - Cedar Park city, Texas","Cedar Park city, Texas",61238
0100000US,,United States,1620000US0680644,0680644,"United States - Tulare city, California","Tulare city, California",61170
0100000US,,United States,1620000US0648914,0648914,"United States - Monterey Park city, California","Monterey Park city, California",61085
0100000US,,United States,1620000US3476070,3476070,"United States - Vineland city, New Jersey","Vineland city, New Jersey",61050
0100000US,,United States,1620000US1875428,1875428,"United States - Terre Haute city, Indiana","Terre Haute city, Indiana",61025
0100000US,,United States,1620000US1249450,1249450,"United States - North Miami city, Florida","North Miami city, Florida",61007
0100000US,,United States,1620000US4846452,4846452,"United States - Mansfield city, Texas","Mansfield city, Texas",60872
0100000US,,United States,1620000US5585300,5585300,"United States - West Allis city, Wisconsin","West Allis city, Wisconsin",60697
0100000US,,United States,1620000US0908420,0908420,"United States - Bristol city, Connecticut","Bristol city, Connecticut",60568
0100000US,,United States,1620000US4975360,4975360,"United States - Taylorsville city, Utah","Taylorsville city, Utah",60519
0100000US,,United States,1620000US2537875,2537875,"United States - Malden city, Massachusetts","Malden city, Massachusetts",60509
0100000US,,United States,1620000US0946450,0946450,"United States - Meriden city, Connecticut","Meriden city, Connecticut",60456
0100000US,,United States,1620000US2706382,2706382,"United States - Blaine city, Minnesota","Blaine city, Minnesota",60407
0100000US,,United States,1620000US1275812,1275812,"United States - Wellington village, Florida","Wellington village, Florida",60202
0100000US,,United States,1620000US0617610,0617610,"United States - Cupertino city, California","Cupertino city, California",60189
0100000US,,United States,1620000US4169600,4169600,"United States - Springfield city, Oregon","Springfield city, Oregon",60177
0100000US,,United States,1620000US0560410,0560410,"United States - Rogers city, Arkansas","Rogers city, Arkansas",60112
0100000US,,United States,1620000US2670760,2670760,"United States - St. Clair Shores city, Michigan","St. Clair Shores city, Michigan",60070
0100000US,,United States,1620000US0628168,0628168,"United States - Gardena city, California","Gardena city, California",59957
0100000US,,United States,1620000US2665440,2665440,"United States - Pontiac city, Michigan","Pontiac city, Michigan",59887
0100000US,,United States,1620000US0650398,0650398,"United States - National City city, California","National City city, California",59834
0100000US,,United States,1620000US0831660,0831660,"United States - Grand Junction city, Colorado","Grand Junction city, Colorado",59778
0100000US,,United States,1620000US0662364,0662364,"United States - Rocklin city, California","Rocklin city, California",59738
0100000US,,United States,1620000US3711800,3711800,"United States - Chapel Hill town, North Carolina","Chapel Hill town, North Carolina",59635
0100000US,,United States,1620000US5613150,5613150,"United States - Casper city, Wyoming","Casper city, Wyoming",59628
0100000US,,United States,1620000US0809280,0809280,"United States - Broomfield city, Colorado","Broomfield city, Colorado",59471
0100000US,,United States,1620000US0656784,0656784,"United States - Petaluma city, California","Petaluma city, California",59440
0100000US,,United States,1620000US4970850,4970850,"United States - South Jordan city, Utah","South Jordan city, Utah",59366
0100000US,,United States,1620000US3974118,3974118,"United States - Springfield city, Ohio","Springfield city, Ohio",59357
0100000US,,United States,1620000US3032800,3032800,"United States - Great Falls city, Montana","Great Falls city, Montana",59351
0100000US,,United States,1620000US4241216,4241216,"United States - Lancaster city, Pennsylvania","Lancaster city, Pennsylvania",59325
0100000US,,United States,1620000US1249675,1249675,"United States - North Port city, Florida","North Port city, Florida",59212
0100000US,,United States,1620000US5338038,5338038,"United States - Lakewood city, Washington","Lakewood city, Washington",59097
0100000US,,United States,1620000US1349756,1349756,"United States - Marietta city, Georgia","Marietta city, Georgia",59089
0100000US,,United States,1620000US0668364,0668364,"United States - San Rafael city, California","San Rafael city, California",58994
0100000US,,United States,1620000US2670040,2670040,"United States - Royal Oak city, Michigan","Royal Oak city, Michigan",58946
0100000US,,United States,1620000US1719642,1719642,"United States - Des Plaines city, Illinois","Des Plaines city, Illinois",58918
0100000US,,United States,1620000US0636056,0636056,"United States - Huntington Park city, California","Huntington Park city, California",58879
0100000US,,United States,1620000US0640004,0640004,"United States - La Mesa city, California","La Mesa city, California",58642
0100000US,,United States,1620000US1756640,1756640,"United States - Orland Park village, Illinois","Orland Park village, Illinois",58590
0100000US,,United States,1620000US0103076,0103076,"United States - Auburn city, Alabama","Auburn city, Alabama",58582
0100000US,,United States,1620000US2735180,2735180,"United States - Lakeville city, Minnesota","Lakeville city, Minnesota",58562
0100000US,,United States,1620000US2158620,2158620,"United States - Owensboro city, Kentucky","Owensboro city, Kentucky",58416
0100000US,,United States,1620000US4049200,4049200,"United States - Moore city, Oklahoma","Moore city, Oklahoma",58414
0100000US,,United States,1620000US1235875,1235875,"United States - Jupiter town, Florida","Jupiter town, Florida",58298
0100000US,,United States,1620000US1639700,1639700,"United States - Idaho Falls city, Idaho","Idaho Falls city, Idaho",58292
0100000US,,United States,1620000US1922395,1922395,"United States - Dubuque city, Iowa","Dubuque city, Iowa",58253
0100000US,,United States,1620000US4703440,4703440,"United States - Bartlett city, Tennessee","Bartlett city, Tennessee",58226
0100000US,,United States,1620000US4863572,4863572,"United States - Rowlett city, Texas","Rowlett city, Texas",58043
0100000US,,United States,1620000US2659440,2659440,"United States - Novi city, Michigan","Novi city, Michigan",57960
0100000US,,United States,1620000US3681677,3681677,"United States - White Plains city, New York","White Plains city, New York",57866
0100000US,,United States,1620000US0602462,0602462,"United States - Arcadia city, California","Arcadia city, California",57639
0100000US,,United States,1620000US5357535,5357535,"United States - Redmond city, Washington","Redmond city, Washington",57530
0100000US,,United States,1620000US0639486,0639486,"United States - Lake Elsinore city, California","Lake Elsinore city, California",57525
0100000US,,United States,1620000US1250750,1250750,"United States - Ocala city, Florida","Ocala city, Florida",57468
0100000US,,United States,1620000US1775484,1775484,"United States - Tinley Park village, Illinois","Tinley Park village, Illinois",57282
0100000US,,United States,1620000US1258575,1258575,"United States - Port Orange city, Florida","Port Orange city, Florida",57203
0100000US,,United States,1620000US2539835,2539835,"United States - Medford city, Massachusetts","Medford city, Massachusetts",57170
0100000US,,United States,1620000US1754820,1754820,"United States - Oak Lawn village, Illinois","Oak Lawn village, Illinois",57073
0100000US,,United States,1620000US3757500,3757500,"United States - Rocky Mount city, North Carolina","Rocky Mount city, North Carolina",56954
0100000US,,United States,1620000US1840392,1840392,"United States - Kokomo city, Indiana","Kokomo city, Indiana",56895
0100000US,,United States,1620000US1213275,1213275,"United States - Coconut Creek city, Florida","Coconut Creek city, Florida",56792
0100000US,,United States,1620000US2408775,2408775,"United States - Bowie city, Maryland","Bowie city, Maryland",56759
0100000US,,United States,1620000US1705573,1705573,"United States - Berwyn city, Illinois","Berwyn city, Illinois",56758
0100000US,,United States,1620000US4048350,4048350,"United States - Midwest City city, Oklahoma","Midwest City city, Oklahoma",56756
0100000US,,United States,1620000US0625380,0625380,"United States - Fountain Valley city, California","Fountain Valley city, California",56707
0100000US,,United States,1620000US0407940,0407940,"United States - Buckeye town, Arizona","Buckeye town, Arizona",56683
0100000US,,United States,1620000US2621020,2621020,"United States - Dearborn Heights city, Michigan","Dearborn Heights city, Michigan",56620
0100000US,,United States,1620000US0686328,0686328,"United States - Woodland city, California","Woodland city, California",56590
0100000US,,United States,1620000US1854180,1854180,"United States - Noblesville city, Indiana","Noblesville city, Indiana",56540
0100000US,,United States,1620000US1378800,1378800,"United States - Valdosta city, Georgia","Valdosta city, Georgia",56481
0100000US,,United States,1620000US0619192,0619192,"United States - Diamond Bar city, California","Diamond Bar city, California",56449
0100000US,,United States,1620000US2044250,2044250,"United States - Manhattan city, Kansas","Manhattan city, Kansas",56143
0100000US,,United States,1620000US0670224,0670224,"United States - Santee city, California","Santee city, California",56105
0100000US,,United States,1620000US2569170,2569170,"United States - Taunton city, Massachusetts","Taunton city, Massachusetts",56069
0100000US,,United States,1620000US1263650,1263650,"United States - Sanford city, Florida","Sanford city, Florida",56002
0100000US,,United States,1620000US3940040,3940040,"United States - Kettering city, Ohio","Kettering city, Ohio",55870
0100000US,,United States,1620000US3451210,3451210,"United States - New Brunswick city, New Jersey","New Brunswick city, New Jersey",55831
0100000US,,United States,1620000US0120104,0120104,"United States - Decatur city, Alabama","Decatur city, Alabama",55816
0100000US,,United States,1620000US2513660,2513660,"United States - Chicopee city, Massachusetts","Chicopee city, Massachusetts",55717
0100000US,,United States,1620000US1801468,1801468,"United States - Anderson city, Indiana","Anderson city, Indiana",55670
0100000US,,United States,1620000US1243125,1243125,"United States - Margate city, Florida","Margate city, Florida",55456
0100000US,,United States,1620000US2578972,2578972,"United States - Weymouth Town city, Massachusetts","Weymouth Town city, Massachusetts",55419
0100000US,,United States,1620000US3633139,3633139,"United States - Hempstead village, New York","Hempstead village, New York",55361
0100000US,,United States,1620000US4115800,4115800,"United States - Corvallis city, Oregon","Corvallis city, Oregon",55298
0100000US,,United States,1620000US0621230,0621230,"United States - Eastvale city, California","Eastvale city, California",55191
0100000US,,United States,1620000US0658240,0658240,"United States - Porterville city, California","Porterville city, California",55174
0100000US,,United States,1620000US0982800,0982800,"United States - West Haven city, Connecticut","West Haven city, Connecticut",55046
0100000US,,United States,1620000US0608142,0608142,"United States - Brentwood city, California","Brentwood city, California",55000
0100000US,,United States,1620000US0655618,0655618,"United States - Paramount city, California","Paramount city, California",54980
0100000US,,United States,1620000US3832060,3832060,"United States - Grand Forks city, North Dakota","Grand Forks city, North Dakota",54932
0100000US,,United States,1620000US4829336,4829336,"United States - Georgetown city, Texas","Georgetown city, Texas",54898
0100000US,,United States,1620000US2965126,2965126,"United States - St. Peters city, Missouri","St. Peters city, Missouri",54842
0100000US,,United States,1620000US5363960,5363960,"United States - Shoreline city, Washington","Shoreline city, Washington",54790
0100000US,,United States,1620000US1751089,1751089,"United States - Mount Prospect village, Illinois","Mount Prospect village, Illinois",54771
0100000US,,United States,1620000US0631960,0631960,"United States - Hanford city, California","Hanford city, California",54686
0100000US,,United States,1620000US1753234,1753234,"United States - Normal town, Illinois","Normal town, Illinois",54664
0100000US,,United States,1620000US0662896,0662896,"United States - Rosemead city, California","Rosemead city, California",54561
0100000US,,United States,1620000US4944320,4944320,"United States - Lehi city, Utah","Lehi city, Utah",54382
0100000US,,United States,1620000US1664090,1664090,"United States - Pocatello city, Idaho","Pocatello city, Idaho",54350
0100000US,,United States,1620000US0633588,0633588,"United States - Highland city, California","Highland city, California",54291
0100000US,,United States,1620000US0652582,0652582,"United States - Novato city, California","Novato city, California",54194
0100000US,,United States,1620000US4858820,4858820,"United States - Port Arthur city, Texas","Port Arthur city, Texas",54135
0100000US,,United States,1620000US3209700,3209700,"United States - Carson City, Nevada","Carson City, Nevada",54080
0100000US,,United States,1620000US4865600,4865600,"United States - San Marcos city, Texas","San Marcos city, Texas",54076
0100000US,,United States,1620000US4733280,4733280,"United States - Hendersonville city, Tennessee","Hendersonville city, Tennessee",54068
0100000US,,United States,1620000US3925256,3925256,"United States - Elyria city, Ohio","Elyria city, Ohio",53956
0100000US,,United States,1620000US2556585,2556585,"United States - Revere city, Massachusetts","Revere city, Massachusetts",53756
0100000US,,United States,1620000US4857176,4857176,"United States - Pflugerville city, Texas","Pflugerville city, Texas",53752
0100000US,,United States,1620000US1829898,1829898,"United States - Greenwood city, Indiana","Greenwood city, Indiana",53665
0100000US,,United States,1620000US3103950,3103950,"United States - Bellevue city, Nebraska","Bellevue city, Nebraska",53663
0100000US,,United States,1620000US1781048,1781048,"United States - Wheaton city, Illinois","Wheaton city, Illinois",53648
0100000US,,United States,1620000US1371492,1371492,"United States - Smyrna city, Georgia","Smyrna city, Georgia",53438
0100000US,,United States,1620000US1264175,1264175,"United States - Sarasota city, Florida","Sarasota city, Florida",53326
0100000US,,United States,1620000US2906652,2906652,"United States - Blue Springs city, Missouri","Blue Springs city, Missouri",53294
0100000US,,United States,1620000US0614890,0614890,"United States - Colton city, California","Colton city, California",53243
0100000US,,United States,1620000US4824768,4824768,"United States - Euless city, Texas","Euless city, Texas",53224
0100000US,,United States,1620000US0812415,0812415,"United States - Castle Rock town, Colorado","Castle Rock town, Colorado",53063
0100000US,,United States,1620000US0612048,0612048,"United States - Cathedral City city, California","Cathedral City city, California",52977
0100000US,,United States,1620000US4739560,4739560,"United States - Kingsport city, Tennessee","Kingsport city, Tennessee",52962
0100000US,,United States,1620000US0439370,0439370,"United States - Lake Havasu City city, Arizona","Lake Havasu City city, Arizona",52844
0100000US,,United States,1620000US1255925,1255925,"United States - Pensacola city, Florida","Pensacola city, Florida",52703
0100000US,,United States,1620000US3432250,3432250,"United States - Hoboken city, New Jersey","Hoboken city, New Jersey",52575
0100000US,,United States,1620000US0687042,0687042,"United States - Yucaipa city, California","Yucaipa city, California",52536
0100000US,,United States,1620000US0683668,0683668,"United States - Watsonville city, California","Watsonville city, California",52477
0100000US,,United States,1620000US5358235,5358235,"United States - Richland city, Washington","Richland city, Washington",52413
0100000US,,United States,1620000US0618394,0618394,"United States - Delano city, California","Delano city, California",52403
0100000US,,United States,1620000US1735411,1735411,"United States - Hoffman Estates village, Illinois","Hoffman Estates village, Illinois",52398
0100000US,,United States,1620000US2924778,2924778,"United States - Florissant city, Missouri","Florissant city, Missouri",52363
0100000US,,United States,1620000US0657526,0657526,"United States - Placentia city, California","Placentia city, California",52206
0100000US,,United States,1620000US3479610,3479610,"United States - West New York town, New Jersey","West New York town, New Jersey",52122
0100000US,,United States,1620000US0620018,0620018,"United States - Dublin city, California","Dublin city, California",52105
0100000US,,United States,1620000US1754885,1754885,"United States - Oak Park village, Illinois","Oak Park village, Illinois",52066
0100000US,,United States,1620000US2552490,2552490,"United States - Peabody city, Massachusetts","Peabody city, Massachusetts",52044
0100000US,,United States,1620000US3458200,3458200,"United States - Perth Amboy city, New Jersey","Perth Amboy city, New Jersey",51982
0100000US,,United States,1620000US2605920,2605920,"United States - Battle Creek city, Michigan","Battle Creek city, Michigan",51848
0100000US,,United States,1620000US1207950,1207950,"United States - Bradenton city, Florida","Bradenton city, Florida",51763
0100000US,,United States,1620000US0629504,0629504,"United States - Gilroy city, California","Gilroy city, California",51701
0100000US,,United States,1620000US0947515,0947515,"United States - Milford city (balance), Connecticut","Milford city (balance), Connecticut",51644
0100000US,,United States,1620000US4101000,4101000,"United States - Albany city, Oregon","Albany city, Oregon",51583
0100000US,,United States,1620000US1902305,1902305,"United States - Ankeny city, Iowa","Ankeny city, Iowa",51567
0100000US,,United States,1620000US5540775,5540775,"United States - La Crosse city, Wisconsin","La Crosse city, Wisconsin",51522
0100000US,,United States,1620000US3709060,3709060,"United States - Burlington city, North Carolina","Burlington city, North Carolina",51510
0100000US,,United States,1620000US4820092,4820092,"United States - DeSoto city, Texas","DeSoto city, Texas",51483
0100000US,,United States,1620000US5135624,5135624,"United States - Harrisonburg city, Virginia","Harrisonburg city, Virginia",51395
0100000US,,United States,1620000US2743252,2743252,"United States - Minnetonka city, Minnesota","Minnetonka city, Minnesota",51368
0100000US,,United States,1620000US1820728,1820728,"United States - Elkhart city, Indiana","Elkhart city, Indiana",51265
0100000US,,United States,1620000US3941664,3941664,"United States - Lakewood city, Ohio","Lakewood city, Ohio",51143
0100000US,,United States,1620000US0630014,0630014,"United States - Glendora city, California","Glendora city, California",51074
0100000US,,United States,1620000US2869280,2869280,"United States - Southaven city, Mississippi","Southaven city, Mississippi",50997
0100000US,,United States,1620000US5414600,5414600,"United States - Charleston city, West Virginia","Charleston city, West Virginia",50821
0100000US,,United States,1620000US2937592,2937592,"United States - Joplin city, Missouri","Joplin city, Missouri",50789
0100000US,,United States,1620000US4023950,4023950,"United States - Enid city, Oklahoma","Enid city, Oklahoma",50725
0100000US,,United States,1620000US1254075,1254075,"United States - Palm Beach Gardens city, Florida","Palm Beach Gardens city, Florida",50699
0100000US,,United States,1620000US1310944,1310944,"United States - Brookhaven city, Georgia","Brookhaven city, Georgia",50603
0100000US,,United States,1620000US3459190,3459190,"United States - Plainfield city, New Jersey","Plainfield city, New Jersey",50588
0100000US,,United States,1620000US3119595,3119595,"United States - Grand Island city, Nebraska","Grand Island city, Nebraska",50550
0100000US,,United States,1620000US0655184,0655184,"United States - Palm Desert city, California","Palm Desert city, California",50508
0100000US,,United States,1620000US3733120,3733120,"United States - Huntersville town, North Carolina","Huntersville town, North Carolina",50458
0100000US,,United States,1620000US4173650,4173650,"United States - Tigard city, Oregon","Tigard city, Oregon",50444
0100000US,,United States,1620000US2039350,2039350,"United States - Lenexa city, Kansas","Lenexa city, Kansas",50344
0100000US,,United States,1620000US2670520,2670520,"United States - Saginaw city, Michigan","Saginaw city, Michigan",50303
0100000US,,United States,1620000US2642820,2642820,"United States - Kentwood city, Michigan","Kentwood city, Michigan",50233
0100000US,,United States,1620000US1217935,1217935,"United States - Doral city, Florida","Doral city, Florida",50213
0100000US,,United States,1620000US2701900,2701900,"United States - Apple Valley city, Minnesota","Apple Valley city, Minnesota",50201
0100000US,,United States,1620000US4830644,4830644,"United States - Grapevine city, Texas","Grapevine city, Texas",50195
0100000US,,United States,1620000US0600947,0600947,"United States - Aliso Viejo city, California","Aliso Viejo city, California",50175
0100000US,,United States,1620000US5361115,5361115,"United States - Sammamish city, Washington","Sammamish city, Washington",50169
0100000US,,United States,1620000US0410530,0410530,"United States - Casa Grande city, Arizona","Casa Grande city, Arizona",50111
0100000US,,United States,1620000US3675484,3675484,"United States - Troy city, New York","Troy city, New York",49974
0100000US,,United States,1620000US3651055,3651055,"United States - Niagara Falls city, New York","Niagara Falls city, New York",49468
