GEO.id,GEO.id2,GEO.display-label,GC_RANK.target-geo-id,GC_RANK.target-geo-id2,GC_RANK.display-label,GC_RANK.display-label,respop72013
0100000US,,United States,1620000US5531000,5531000,"United States - Green Bay city, Wisconsin","Green Bay city, Wisconsin",104779
0100000US,,United States,1620000US0617918,0617918,"United States - Daly City city, California","Daly City city, California",104739
0100000US,,United States,1620000US0608954,0608954,"United States - Burbank city, California","Burbank city, California",104709
0100000US,,United States,1620000US4861796,4861796,"United States - Richardson city, Texas","Richardson city, Texas",104475
0100000US,,United States,1620000US1258050,1258050,"United States - Pompano Beach city, Florida","Pompano Beach city, Florida",104410
0100000US,,United States,1620000US4550875,4550875,"United States - North Charleston city, South Carolina","North Charleston city, South Carolina",104054
0100000US,,United States,1620000US4009050,4009050,"United States - Broken Arrow city, Oklahoma","Broken Arrow city, Oklahoma",103500
0100000US,,United States,1620000US0807850,0807850,"United States - Boulder city, Colorado","Boulder city, Colorado",103166
0100000US,,United States,1620000US1276600,1276600,"United States - West Palm Beach city, Florida","West Palm Beach city, Florida",102436
0100000US,,United States,1620000US0669196,0669196,"United States - Santa Maria city, California","Santa Maria city, California",102216
0100000US,,United States,1620000US0621712,0621712,"United States - El Cajon city, California","El Cajon city, California",102211
0100000US,,United States,1620000US1919000,1919000,"United States - Davenport city, Iowa","Davenport city, Iowa",102157
0100000US,,United States,1620000US0660466,0660466,"United States - Rialto city, California","Rialto city, California",101910
0100000US,,United States,1620000US3539380,3539380,"United States - Las Cruces city, New Mexico","Las Cruces city, New Mexico",101324
0100000US,,United States,1620000US0668252,0668252,"United States - San Mateo city, California","San Mateo city, California",101128
0100000US,,United States,1620000US4842508,4842508,"United States - Lewisville city, Texas","Lewisville city, Texas",101074
0100000US,,United States,1620000US1871000,1871000,"United States - South Bend city, Indiana","South Bend city, Indiana",100886
0100000US,,United States,1620000US1238250,1238250,"United States - Lakeland city, Florida","Lakeland city, Florida",100710
0100000US,,United States,1620000US4224000,4224000,"United States - Erie city, Pennsylvania","Erie city, Pennsylvania",100671
0100000US,,United States,1620000US4874144,4874144,"United States - Tyler city, Texas","Tyler city, Texas",100223
0100000US,,United States,1620000US4856348,4856348,"United States - Pearland city, Texas","Pearland city, Texas",100065
0100000US,,United States,1620000US4815976,4815976,"United States - College Station city, Texas","College Station city, Texas",100050
0100000US,,United States,1620000US5539225,5539225,"United States - Kenosha city, Wisconsin","Kenosha city, Wisconsin",99889
0100000US,,United States,1620000US1368516,1368516,"United States - Sandy Springs city, Georgia","Sandy Springs city, Georgia",99770
0100000US,,United States,1620000US0614218,0614218,"United States - Clovis city, California","Clovis city, California",99769
0100000US,,United States,1620000US2629000,2629000,"United States - Flint city, Michigan","Flint city, Michigan",99763
0100000US,,United States,1620000US5168000,5168000,"United States - Roanoke city, Virginia","Roanoke city, Virginia",98465
0100000US,,United States,1620000US3601000,3601000,"United States - Albany city, New York","Albany city, New York",98424
0100000US,,United States,1620000US0637692,0637692,"United States - Jurupa Valley city, California","Jurupa Valley city, California",98030
0100000US,,United States,1620000US0615044,0615044,"United States - Compton city, California","Compton city, California",97877
0100000US,,United States,1620000US4864472,4864472,"United States - San Angelo city, Texas","San Angelo city, Texas",97492
0100000US,,United States,1620000US4134100,4134100,"United States - Hillsboro city, Oregon","Hillsboro city, Oregon",97368
0100000US,,United States,1620000US4041850,4041850,"United States - Lawton city, Oklahoma","Lawton city, Oklahoma",97151
0100000US,,United States,1620000US5357745,5357745,"United States - Renton city, Washington","Renton city, Washington",97003
0100000US,,United States,1620000US0682996,0682996,"United States - Vista city, California","Vista city, California",96929
0100000US,,United States,1620000US1216475,1216475,"United States - Davie town, Florida","Davie town, Florida",96830
0100000US,,United States,1620000US0832155,0832155,"United States - Greeley city, Colorado","Greeley city, Colorado",96539
0100000US,,United States,1620000US0648256,0648256,"United States - Mission Viejo city, California","Mission Viejo city, California",96346
0100000US,,United States,1620000US5164000,5164000,"United States - Portsmouth city, Virginia","Portsmouth city, Virginia",96205
0100000US,,United States,1620000US2621000,2621000,"United States - Dearborn city, Michigan","Dearborn city, Michigan",95884
0100000US,,United States,1620000US0673080,0673080,"United States - South Gate city, California","South Gate city, California",95677
0100000US,,United States,1620000US0177256,0177256,"United States - Tuscaloosa city, Alabama","Tuscaloosa city, Alabama",95334
0100000US,,United States,1620000US2649000,2649000,"United States - Livonia city, Michigan","Livonia city, Michigan",95208
0100000US,,United States,1620000US2545000,2545000,"United States - New Bedford city, Massachusetts","New Bedford city, Massachusetts",95078
0100000US,,United States,1620000US0681554,0681554,"United States - Vacaville city, California","Vacaville city, California",94275
0100000US,,United States,1620000US2509000,2509000,"United States - Brockton city, Massachusetts","Brockton city, Massachusetts",94089
0100000US,,United States,1620000US1367284,1367284,"United States - Roswell city, Georgia","Roswell city, Georgia",94034
0100000US,,United States,1620000US4105350,4105350,"United States - Beaverton city, Oregon","Beaverton city, Oregon",93542
0100000US,,United States,1620000US2555745,2555745,"United States - Quincy city, Massachusetts","Quincy city, Massachusetts",93494
0100000US,,United States,1620000US3268400,3268400,"United States - Sparks city, Nevada","Sparks city, Nevada",93282
0100000US,,United States,1620000US5380010,5380010,"United States - Yakima city, Washington","Yakima city, Washington",93257
0100000US,,United States,1620000US2941348,2941348,"United States - Lee's Summit city, Missouri","Lee's Summit city, Missouri",93184
0100000US,,United States,1620000US5323515,5323515,"United States - Federal Way city, Washington","Federal Way city, Washington",92734
0100000US,,United States,1620000US0611530,0611530,"United States - Carson city, California","Carson city, California",92599
0100000US,,United States,1620000US0670000,0670000,"United States - Santa Monica city, California","Santa Monica city, California",92472
0100000US,,United States,1620000US0633434,0633434,"United States - Hesperia city, California","Hesperia city, California",92147
0100000US,,United States,1620000US4801924,4801924,"United States - Allen city, Texas","Allen city, Texas",92020
0100000US,,United States,1620000US3563460,3563460,"United States - Rio Rancho city, New Mexico","Rio Rancho city, New Mexico",91956
0100000US,,United States,1620000US0485540,0485540,"United States - Yuma city, Arizona","Yuma city, Arizona",91923
0100000US,,United States,1620000US0684550,0684550,"United States - Westminster city, California","Westminster city, California",91739
0100000US,,United States,1620000US4957300,4957300,"United States - Orem city, Utah","Orem city, Utah",91648
0100000US,,United States,1620000US2537490,2537490,"United States - Lynn city, Massachusetts","Lynn city, Massachusetts",91589
0100000US,,United States,1620000US0659920,0659920,"United States - Redding city, California","Redding city, California",91119
0100000US,,United States,1620000US5367167,5367167,"United States - Spokane Valley city, Washington","Spokane Valley city, Washington",91113
0100000US,,United States,1620000US1245025,1245025,"United States - Miami Beach city, Florida","Miami Beach city, Florida",91026
0100000US,,United States,1620000US4841980,4841980,"United States - League City city, Texas","League City city, Texas",90983
0100000US,,United States,1620000US2038900,2038900,"United States - Lawrence city, Kansas","Lawrence city, Kansas",90811
0100000US,,United States,1620000US0669070,0669070,"United States - Santa Barbara city, California","Santa Barbara city, California",90412
0100000US,,United States,1620000US1257425,1257425,"United States - Plantation city, Florida","Plantation city, Florida",90268
0100000US,,United States,1620000US4967440,4967440,"United States - Sandy city, Utah","Sandy city, Utah",90231
0100000US,,United States,1620000US1269700,1269700,"United States - Sunrise city, Florida","Sunrise city, Florida",90116
0100000US,,United States,1620000US1349000,1349000,"United States - Macon city, Georgia","Macon city, Georgia",89981
0100000US,,United States,1620000US0845970,0845970,"United States - Longmont city, Colorado","Longmont city, Colorado",89919
0100000US,,United States,1620000US1207300,1207300,"United States - Boca Raton city, Florida","Boca Raton city, Florida",89407
0100000US,,United States,1620000US0668196,0668196,"United States - San Marcos city, California","San Marcos city, California",89387
0100000US,,United States,1620000US3728080,3728080,"United States - Greenville city, North Carolina","Greenville city, North Carolina",89130
0100000US,,United States,1620000US1779293,1779293,"United States - Waukegan city, Illinois","Waukegan city, Illinois",88826
0100000US,,United States,1620000US2523000,2523000,"United States - Fall River city, Massachusetts","Fall River city, Massachusetts",88697
0100000US,,United States,1620000US0613014,0613014,"United States - Chico city, California","Chico city, California",88077
0100000US,,United States,1620000US2545560,2545560,"United States - Newton city, Massachusetts","Newton city, Massachusetts",87971
0100000US,,United States,1620000US0668084,0668084,"United States - San Leandro city, California","San Leandro city, California",87965
0100000US,,United States,1620000US4263624,4263624,"United States - Reading city, Pennsylvania","Reading city, Pennsylvania",87893
0100000US,,United States,1620000US0955990,0955990,"United States - Norwalk city, Connecticut","Norwalk city, Connecticut",87776
0100000US,,United States,1620000US0524550,0524550,"United States - Fort Smith city, Arkansas","Fort Smith city, Arkansas",87650
0100000US,,United States,1620000US0651182,0651182,"United States - Newport Beach city, California","Newport Beach city, California",87273
0100000US,,United States,1620000US3702140,3702140,"United States - Asheville city, North Carolina","Asheville city, North Carolina",87236
0100000US,,United States,1620000US3350260,3350260,"United States - Nashua city, New Hampshire","Nashua city, New Hampshire",87137
0100000US,,United States,1620000US4023200,4023200,"United States - Edmond city, Oklahoma","Edmond city, Oklahoma",87004
0100000US,,United States,1620000US0685292,0685292,"United States - Whittier city, California","Whittier city, California",86635
0100000US,,United States,1620000US1656260,1656260,"United States - Nampa city, Idaho","Nampa city, Idaho",86518
0100000US,,United States,1620000US2706616,2706616,"United States - Bloomington city, Minnesota","Bloomington city, Minnesota",86319
0100000US,,United States,1620000US1217200,1217200,"United States - Deltona city, Florida","Deltona city, Florida",86290
0100000US,,United States,1620000US0632548,0632548,"United States - Hawthorne city, California","Hawthorne city, California",86199
0100000US,,United States,1620000US2717000,2717000,"United States - Duluth city, Minnesota","Duluth city, Minnesota",86128
0100000US,,United States,1620000US1810342,1810342,"United States - Carmel city, Indiana","Carmel city, Indiana",85927
0100000US,,United States,1620000US5176432,5176432,"United States - Suffolk city, Virginia","Suffolk city, Virginia",85728
0100000US,,United States,1620000US3413690,3413690,"United States - Clifton city, New Jersey","Clifton city, New Jersey",85390
0100000US,,United States,1620000US0613588,0613588,"United States - Citrus Heights city, California","Citrus Heights city, California",85285
0100000US,,United States,1620000US0641992,0641992,"United States - Livermore city, California","Livermore city, California",85156
0100000US,,United States,1620000US0680238,0680238,"United States - Tracy city, California","Tracy city, California",84691
0100000US,,United States,1620000US0600884,0600884,"United States - Alhambra city, California","Alhambra city, California",84577
0100000US,,United States,1620000US5335940,5335940,"United States - Kirkland city, Washington","Kirkland city, Washington",84430
0100000US,,United States,1620000US3474000,3474000,"United States - Trenton city, New Jersey","Trenton city, New Jersey",84349
0100000US,,United States,1620000US4955980,4955980,"United States - Ogden city, Utah","Ogden city, Utah",84249
0100000US,,United States,1620000US0135896,0135896,"United States - Hoover city, Alabama","Hoover city, Alabama",84126
0100000US,,United States,1620000US1714351,1714351,"United States - Cicero town, Illinois","Cicero town, Illinois",84103
0100000US,,United States,1620000US1823278,1823278,"United States - Fishers town, Indiana","Fishers town, Indiana",83891
0100000US,,United States,1620000US4870808,4870808,"United States - Sugar Land city, Texas","Sugar Land city, Texas",83860
0100000US,,United States,1620000US0918430,0918430,"United States - Danbury city, Connecticut","Danbury city, Connecticut",83684
0100000US,,United States,1620000US1652120,1652120,"United States - Meridian city, Idaho","Meridian city, Idaho",83596
0100000US,,United States,1620000US0636448,0636448,"United States - Indio city, California","Indio city, California",83539
0100000US,,United States,1620000US3714100,3714100,"United States - Concord city, North Carolina","Concord city, North Carolina",83506
0100000US,,United States,1620000US0646842,0646842,"United States - Menifee city, California","Menifee city, California",83447
0100000US,,United States,1620000US1712385,1712385,"United States - Champaign city, Illinois","Champaign city, Illinois",83424
0100000US,,United States,1620000US0608786,0608786,"United States - Buena Park city, California","Buena Park city, California",82882
0100000US,,United States,1620000US2680700,2680700,"United States - Troy city, Michigan","Troy city, Michigan",82821
0100000US,,United States,1620000US2954074,2954074,"United States - O'Fallon city, Missouri","O'Fallon city, Missouri",82809
0100000US,,United States,1620000US1342425,1342425,"United States - Johns Creek city, Georgia","Johns Creek city, Georgia",82788
0100000US,,United States,1620000US5305280,5305280,"United States - Bellingham city, Washington","Bellingham city, Washington",82631
0100000US,,United States,1620000US2686000,2686000,"United States - Westland city, Michigan","Westland city, Michigan",82578
0100000US,,United States,1620000US1805860,1805860,"United States - Bloomington city, Indiana","Bloomington city, Indiana",82575
0100000US,,United States,1620000US1973335,1973335,"United States - Sioux City city, Iowa","Sioux City city, Iowa",82459
0100000US,,United States,1620000US4474300,4474300,"United States - Warwick city, Rhode Island","Warwick city, Rhode Island",81971
0100000US,,United States,1620000US0633182,0633182,"United States - Hemet city, California","Hemet city, California",81750
0100000US,,United States,1620000US4843888,4843888,"United States - Longview city, Texas","Longview city, Texas",81443
0100000US,,United States,1620000US2627440,2627440,"United States - Farmington Hills city, Michigan","Farmington Hills city, Michigan",81295
0100000US,,United States,1620000US4105800,4105800,"United States - Bend city, Oregon","Bend city, Oregon",81236
0100000US,,United States,1620000US0639892,0639892,"United States - Lakewood city, California","Lakewood city, California",81121
0100000US,,United States,1620000US0646898,0646898,"United States - Merced city, California","Merced city, California",81102
0100000US,,United States,1620000US4848768,4848768,"United States - Mission city, Texas","Mission city, Texas",81050
0100000US,,United States,1620000US0613210,0613210,"United States - Chino city, California","Chino city, California",80988
0100000US,,United States,1620000US0660102,0660102,"United States - Redwood City city, California","Redwood City city, California",80872
0100000US,,United States,1620000US4822660,4822660,"United States - Edinburg city, Texas","Edinburg city, Texas",80836
0100000US,,United States,1620000US4419180,4419180,"United States - Cranston city, Rhode Island","Cranston city, Rhode Island",80566
0100000US,,United States,1620000US3961000,3961000,"United States - Parma city, Ohio","Parma city, Ohio",80429
0100000US,,United States,1620000US3650617,3650617,"United States - New Rochelle city, New York","New Rochelle city, New York",79446
0100000US,,United States,1620000US0639496,0639496,"United States - Lake Forest city, California","Lake Forest city, California",79312
0100000US,,United States,1620000US0650258,0650258,"United States - Napa city, California","Napa city, California",79068
0100000US,,United States,1620000US1831000,1831000,"United States - Hammond city, Indiana","Hammond city, Indiana",78967
0100000US,,United States,1620000US0523290,0523290,"United States - Fayetteville city, Arkansas","Fayetteville city, Arkansas",78960
0100000US,,United States,1620000US1706613,1706613,"United States - Bloomington city, Illinois","Bloomington city, Illinois",78902
0100000US,,United States,1620000US0404720,0404720,"United States - Avondale city, Arizona","Avondale city, Arizona",78822
0100000US,,United States,1620000US2562535,2562535,"United States - Somerville city, Massachusetts","Somerville city, Massachusetts",78804
0100000US,,United States,1620000US1254200,1254200,"United States - Palm Coast city, Florida","Palm Coast city, Florida",78740
0100000US,,United States,1620000US4810912,4810912,"United States - Bryan city, Texas","Bryan city, Texas",78709
0100000US,,United States,1620000US1827000,1827000,"United States - Gary city, Indiana","Gary city, Indiana",78450
0100000US,,United States,1620000US1239425,1239425,"United States - Largo city, Florida","Largo city, Florida",78409
0100000US,,United States,1620000US2707966,2707966,"United States - Brooklyn Park city, Minnesota","Brooklyn Park city, Minnesota",78373
0100000US,,United States,1620000US0680854,0680854,"United States - Tustin city, California","Tustin city, California",78327
0100000US,,United States,1620000US5566000,5566000,"United States - Racine city, Wisconsin","Racine city, Wisconsin",78199
0100000US,,United States,1620000US1216725,1216725,"United States - Deerfield Beach city, Florida","Deerfield Beach city, Florida",78041
0100000US,,United States,1620000US5147672,5147672,"United States - Lynchburg city, Virginia","Lynchburg city, Virginia",78014
0100000US,,United States,1620000US0649670,0649670,"United States - Mountain View city, California","Mountain View city, California",77846
0100000US,,United States,1620000US4147000,4147000,"United States - Medford city, Oregon","Medford city, Oregon",77677
0100000US,,United States,1620000US2534550,2534550,"United States - Lawrence city, Massachusetts","Lawrence city, Massachusetts",77657
0100000US,,United States,1620000US0604982,0604982,"United States - Bellflower city, California","Bellflower city, California",77593
0100000US,,United States,1620000US1243975,1243975,"United States - Melbourne city, Florida","Melbourne city, Florida",77508
0100000US,,United States,1620000US2964550,2964550,"United States - St. Joseph city, Missouri","St. Joseph city, Missouri",77147
0100000US,,United States,1620000US3410000,3410000,"United States - Camden city, New Jersey","Camden city, New Jersey",76903
0100000US,,United States,1620000US4965330,4965330,"United States - St. George city, Utah","St. George city, Utah",76817
0100000US,,United States,1620000US5335275,5335275,"United States - Kennewick city, Washington","Kennewick city, Washington",76762
0100000US,,United States,1620000US0603666,0603666,"United States - Baldwin Park city, California","Baldwin Park city, California",76635
0100000US,,United States,1620000US0613214,0613214,"United States - Chino Hills city, California","Chino Hills city, California",76572
0100000US,,United States,1620000US0600562,0600562,"United States - Alameda city, California","Alameda city, California",76419
0100000US,,United States,1620000US1301052,1301052,"United States - Albany city, Georgia","Albany city, Georgia",76185
0100000US,,United States,1620000US1702154,1702154,"United States - Arlington Heights village, Illinois","Arlington Heights village, Illinois",75994
0100000US,,United States,1620000US4269000,4269000,"United States - Scranton city, Pennsylvania","Scranton city, Pennsylvania",75806
0100000US,,United States,1620000US1724582,1724582,"United States - Evanston city, Illinois","Evanston city, Illinois",75570
0100000US,,United States,1620000US2642160,2642160,"United States - Kalamazoo city, Michigan","Kalamazoo city, Michigan",75548
0100000US,,United States,1620000US4806128,4806128,"United States - Baytown city, Texas","Baytown city, Texas",75418
0100000US,,United States,1620000US0681344,0681344,"United States - Upland city, California","Upland city, California",75413
0100000US,,United States,1620000US0566080,0566080,"United States - Springdale city, Arkansas","Springdale city, Arkansas",75229
0100000US,,United States,1620000US4206088,4206088,"United States - Bethlehem city, Pennsylvania","Bethlehem city, Pennsylvania",75018
0100000US,,United States,1620000US1768003,1768003,"United States - Schaumburg village, Illinois","Schaumburg village, Illinois",74907
0100000US,,United States,1620000US4548535,4548535,"United States - Mount Pleasant town, South Carolina","Mount Pleasant town, South Carolina",74885
0100000US,,United States,1620000US5303180,5303180,"United States - Auburn city, Washington","Auburn city, Washington",74860
0100000US,,United States,1620000US1718823,1718823,"United States - Decatur city, Illinois","Decatur city, Illinois",74710
0100000US,,United States,1620000US0668378,0668378,"United States - San Ramon city, California","San Ramon city, California",74513
0100000US,,United States,1620000US0657792,0657792,"United States - Pleasanton city, California","Pleasanton city, California",74110
0100000US,,United States,1620000US2688940,2688940,"United States - Wyoming city, Michigan","Wyoming city, Michigan",74100
0100000US,,United States,1620000US2241155,2241155,"United States - Lake Charles city, Louisiana","Lake Charles city, Louisiana",74024
0100000US,,United States,1620000US2751730,2751730,"United States - Plymouth city, Minnesota","Plymouth city, Minnesota",73987
0100000US,,United States,1620000US1707133,1707133,"United States - Bolingbrook village, Illinois","Bolingbrook village, Illinois",73936
0100000US,,United States,1620000US4857200,4857200,"United States - Pharr city, Texas","Pharr city, Texas",73790
0100000US,,United States,1620000US5502375,5502375,"United States - Appleton city, Wisconsin","Appleton city, Wisconsin",73596
0100000US,,United States,1620000US3725580,3725580,"United States - Gastonia city, North Carolina","Gastonia city, North Carolina",73209
0100000US,,United States,1620000US0624638,0624638,"United States - Folsom city, California","Folsom city, California",73098
0100000US,,United States,1620000US2674900,2674900,"United States - Southfield city, Michigan","Southfield city, Michigan",73006
0100000US,,United States,1620000US2669035,2669035,"United States - Rochester Hills city, Michigan","Rochester Hills city, Michigan",72952
0100000US,,United States,1620000US0950370,0950370,"United States - New Britain city, Connecticut","New Britain city, Connecticut",72939
0100000US,,United States,1620000US0428380,0428380,"United States - Goodyear city, Arizona","Goodyear city, Arizona",72864
0100000US,,United States,1620000US3912000,3912000,"United States - Canton city, Ohio","Canton city, Ohio",72535
0100000US,,United States,1620000US1380508,1380508,"United States - Warner Robins city, Georgia","Warner Robins city, Georgia",72531
0100000US,,United States,1620000US0681204,0681204,"United States - Union City city, California","Union City city, California",72528
0100000US,,United States,1620000US0656700,0656700,"United States - Perris city, California","Perris city, California",72326
0100000US,,United States,1620000US0645484,0645484,"United States - Manteca city, California","Manteca city, California",71948
0100000US,,United States,1620000US1938595,1938595,"United States - Iowa City city, Iowa","Iowa City city, Iowa",71591
0100000US,,United States,1620000US0535710,0535710,"United States - Jonesboro city, Arkansas","Jonesboro city, Arkansas",71551
0100000US,,United States,1620000US1077580,1077580,"United States - Wilmington city, Delaware","Wilmington city, Delaware",71525
0100000US,,United States,1620000US0644574,0644574,"United States - Lynwood city, California","Lynwood city, California",71371
0100000US,,United States,1620000US0846465,0846465,"United States - Loveland city, Colorado","Loveland city, Colorado",71334
0100000US,,United States,1620000US4454640,4454640,"United States - Pawtucket city, Rhode Island","Pawtucket city, Rhode Island",71172
0100000US,,United States,1620000US1207875,1207875,"United States - Boynton Beach city, Florida","Boynton Beach city, Florida",71097
0100000US,,United States,1620000US5584250,5584250,"United States - Waukesha city, Wisconsin","Waukesha city, Wisconsin",71016
0100000US,,United States,1620000US2829700,2829700,"United States - Gulfport city, Mississippi","Gulfport city, Mississippi",71012
0100000US,,United States,1620000US0602364,0602364,"United States - Apple Valley town, California","Apple Valley town, California",70924
0100000US,,United States,1620000US3456550,3456550,"United States - Passaic city, New Jersey","Passaic city, New Jersey",70868
0100000US,,United States,1620000US4652980,4652980,"United States - Rapid City city, South Dakota","Rapid City city, South Dakota",70812
0100000US,,United States,1620000US4943660,4943660,"United States - Layton city, Utah","Layton city, Utah",70790
0100000US,,United States,1620000US1840788,1840788,"United States - Lafayette city, Indiana","Lafayette city, Indiana",70373
0100000US,,United States,1620000US0680812,0680812,"United States - Turlock city, California","Turlock city, California",70365
0100000US,,United States,1620000US1851876,1851876,"United States - Muncie city, Indiana","Muncie city, Indiana",70316
0100000US,,United States,1620000US4872176,4872176,"United States - Temple city, Texas","Temple city, Texas",70190
0100000US,,United States,1620000US4848804,4848804,"United States - Missouri City city, Texas","Missouri City city, Texas",70185
0100000US,,United States,1620000US0659962,0659962,"United States - Redlands city, California","Redlands city, California",69999
0100000US,,United States,1620000US3570500,3570500,"United States - Santa Fe city, New Mexico","Santa Fe city, New Mexico",69976
0100000US,,United States,1620000US1239550,1239550,"United States - Lauderhill city, Florida","Lauderhill city, Florida",69813
0100000US,,United States,1620000US0647766,0647766,"United States - Milpitas city, California","Milpitas city, California",69783
0100000US,,United States,1620000US1757225,1757225,"United States - Palatine village, Illinois","Palatine village, Illinois",69350
0100000US,,United States,1620000US3050200,3050200,"United States - Missoula city, Montana","Missoula city, Montana",69122
0100000US,,United States,1620000US4561405,4561405,"United States - Rock Hill city, South Carolina","Rock Hill city, South Carolina",69103
0100000US,,United States,1620000US3734200,3734200,"United States - Jacksonville city, North Carolina","Jacksonville city, North Carolina",69079
0100000US,,United States,1620000US4727740,4727740,"United States - Franklin city, Tennessee","Franklin city, Tennessee",68886
0100000US,,United States,1620000US0423620,0423620,"United States - Flagstaff city, Arizona","Flagstaff city, Arizona",68667
0100000US,,United States,1620000US4826232,4826232,"United States - Flower Mound town, Texas","Flower Mound town, Texas",68609
0100000US,,United States,1620000US1276582,1276582,"United States - Weston city, Florida","Weston city, Florida",68388
0100000US,,United States,1620000US1982425,1982425,"United States - Waterloo city, Iowa","Waterloo city, Iowa",68366
0100000US,,United States,1620000US3474630,3474630,"United States - Union City city, New Jersey","Union City city, New Jersey",68247
0100000US,,United States,1620000US3649121,3649121,"United States - Mount Vernon city, New York","Mount Vernon city, New York",68224
0100000US,,United States,1620000US1224125,1224125,"United States - Fort Myers city, Florida","Fort Myers city, Florida",68190
0100000US,,United States,1620000US0121184,0121184,"United States - Dothan city, Alabama","Dothan city, Alabama",68001
0100000US,,United States,1620000US0659444,0659444,"United States - Rancho Cordova city, California","Rancho Cordova city, California",67911
0100000US,,United States,1620000US0660018,0660018,"United States - Redondo Beach city, California","Redondo Beach city, California",67815
0100000US,,United States,1620000US4737640,4737640,"United States - Jackson city, Tennessee","Jackson city, Tennessee",67685
0100000US,,United States,1620000US5353545,5353545,"United States - Pasco city, Washington","Pasco city, Washington",67599
0100000US,,United States,1620000US2964082,2964082,"United States - St. Charles city, Missouri","St. Charles city, Missouri",67569
0100000US,,United States,1620000US5522300,5522300,"United States - Eau Claire city, Wisconsin","Eau Claire city, Wisconsin",67545
0100000US,,United States,1620000US4852356,4852356,"United States - North Richland Hills city, Texas","North Richland Hills city, Texas",67317
0100000US,,United States,1620000US3807200,3807200,"United States - Bismarck city, North Dakota","Bismarck city, North Dakota",67034
0100000US,,United States,1620000US0686832,0686832,"United States - Yorba Linda city, California","Yorba Linda city, California",67032
0100000US,,United States,1620000US2239475,2239475,"United States - Kenner city, Louisiana","Kenner city, Louisiana",66975
0100000US,,United States,1620000US0683346,0683346,"United States - Walnut Creek city, California","Walnut Creek city, California",66900
0100000US,,United States,1620000US2430325,2430325,"United States - Frederick city, Maryland","Frederick city, Maryland",66893
0100000US,,United States,1620000US5560500,5560500,"United States - Oshkosh city, Wisconsin","Oshkosh city, Wisconsin",66778
0100000US,,United States,1620000US0657456,0657456,"United States - Pittsburg city, California","Pittsburg city, California",66695
0100000US,,United States,1620000US0655282,0655282,"United States - Palo Alto city, California","Palo Alto city, California",66642
0100000US,,United States,1620000US2208920,2208920,"United States - Bossier City city, Louisiana","Bossier City city, Louisiana",66333
0100000US,,United States,1620000US2360545,2360545,"United States - Portland city, Maine","Portland city, Maine",66318
0100000US,,United States,1620000US2756896,2756896,"United States - St. Cloud city, Minnesota","St. Cloud city, Minnesota",66297
0100000US,,United States,1620000US0618100,0618100,"United States - Davis city, California","Davis city, California",66205
0100000US,,United States,1620000US0673262,0673262,"United States - South San Francisco city, California","South San Francisco city, California",66174
0100000US,,United States,1620000US0610046,0610046,"United States - Camarillo city, California","Camarillo city, California",66086
0100000US,,United States,1620000US0550450,0550450,"United States - North Little Rock city, Arkansas","North Little Rock city, Arkansas",66075
0100000US,,United States,1620000US3665508,3665508,"United States - Schenectady city, New York","Schenectady city, New York",65902
0100000US,,United States,1620000US2431175,2431175,"United States - Gaithersburg city, Maryland","Gaithersburg city, Maryland",65690
0100000US,,United States,1620000US4832372,4832372,"United States - Harlingen city, Texas","Harlingen city, Texas",65665
0100000US,,United States,1620000US2771428,2771428,"United States - Woodbury city, Minnesota","Woodbury city, Minnesota",65656
0100000US,,United States,1620000US2717288,2717288,"United States - Eagan city, Minnesota","Eagan city, Minnesota",65453
0100000US,,United States,1620000US0686972,0686972,"United States - Yuba City city, California","Yuba City city, California",65416
0100000US,,United States,1620000US2740166,2740166,"United States - Maple Grove city, Minnesota","Maple Grove city, Minnesota",65415
0100000US,,United States,1620000US3988000,3988000,"United States - Youngstown city, Ohio","Youngstown city, Ohio",65184
0100000US,,United States,1620000US1770122,1770122,"United States - Skokie village, Illinois","Skokie village, Illinois",65176
0100000US,,United States,1620000US1236950,1236950,"United States - Kissimmee city, Florida","Kissimmee city, Florida",65173
0100000US,,United States,1620000US4738320,4738320,"United States - Johnson City city, Tennessee","Johnson City city, Tennessee",65123
0100000US,,United States,1620000US4875428,4875428,"United States - Victoria city, Texas","Victoria city, Texas",65098
0100000US,,United States,1620000US0665084,0665084,"United States - San Clemente city, California","San Clemente city, California",65040
0100000US,,United States,1620000US3403580,3403580,"United States - Bayonne city, New Jersey","Bayonne city, New Jersey",65028
0100000US,,United States,1620000US0639248,0639248,"United States - Laguna Niguel city, California","Laguna Niguel city, California",64652
0100000US,,United States,1620000US3419390,3419390,"United States - East Orange city, New Jersey","East Orange city, New Jersey",64544
0100000US,,United States,1620000US2064500,2064500,"United States - Shawnee city, Kansas","Shawnee city, Kansas",64323
0100000US,,United States,1620000US1232275,1232275,"United States - Homestead city, Florida","Homestead city, Florida",64079
0100000US,,United States,1620000US1217100,1217100,"United States - Delray Beach city, Florida","Delray Beach city, Florida",64072
0100000US,,United States,1620000US2467675,2467675,"United States - Rockville city, Maryland","Rockville city, Maryland",64072
0100000US,,United States,1620000US5537825,5537825,"United States - Janesville city, Wisconsin","Janesville city, Wisconsin",63820
0100000US,,United States,1620000US0515190,0515190,"United States - Conway city, Arkansas","Conway city, Arkansas",63816
0100000US,,United States,1620000US0656924,0656924,"United States - Pico Rivera city, California","Pico Rivera city, California",63771
0100000US,,United States,1620000US3944856,3944856,"United States - Lorain city, Ohio","Lorain city, Ohio",63710
